sample,correction,path_index,endpoint_index,x_pt,y_pt,E_V_RHE,I_signed_mA,I_cathodic_mA,eta_mV,area_cm2,j_cathodic_mA_cm2
treated_1cm2,corrected,91,16,408.4781619765391,84.10013804718199,-0.0781886501951391,-0.00024268406119329526,0.00024268406119329526,78.1886501951391,1,0.00024268406119329526
treated_1cm2,corrected,91,17,407.1169738763791,84.10013804718199,-0.08303147355225327,-0.00024268406119329526,0.00024268406119329526,83.03147355225326,1,0.00024268406119329526
treated_1cm2,corrected,91,18,405.75092439014713,84.10013804718199,-0.08789159270707148,-0.00024268406119329526,0.00024268406119329526,87.89159270707148,1,0.00024268406119329526
treated_1cm2,corrected,91,19,404.2925085685471,84.10013804718199,-0.09308033201826549,-0.00024268406119329526,0.00024268406119329526,93.0803320182655,1,0.00024268406119329526
treated_1cm2,corrected,91,20,402.9313204683871,84.10013804718199,-0.09792315537537954,-0.00024268406119329526,0.00024268406119329526,97.92315537537955,1,0.00024268406119329526
treated_1cm2,corrected,91,21,401.47290464678713,84.10013804718199,-0.10311189468657322,-0.00024268406119329526,0.00024268406119329526,103.11189468657322,1,0.00024268406119329526
treated_1cm2,corrected,91,22,400.01448882518713,84.10013804718199,-0.10830063399776713,-0.00024268406119329526,0.00024268406119329526,108.30063399776712,1,0.00024268406119329526
treated_1cm2,corrected,91,23,398.65330072502707,84.10013804718199,-0.11314345735488152,-0.00024268406119329526,0.00024268406119329526,113.14345735488152,1,0.00024268406119329526
treated_1cm2,corrected,91,24,397.1948849034271,84.10013804718199,-0.11833219666607508,-0.00024268406119329526,0.00024268406119329526,118.33219666607508,1,0.00024268406119329526
treated_1cm2,corrected,91,25,395.8336968032671,84.10013804718199,-0.12317502002318936,-0.00024268406119329526,0.00024268406119329526,123.17502002318936,1,0.00024268406119329526
treated_1cm2,corrected,91,26,394.4725087031071,84.10013804718199,-0.12801784338030353,-0.00024268406119329526,0.00024268406119329526,128.01784338030353,1,0.00024268406119329526
treated_1cm2,corrected,91,27,393.00923149543513,84.10013804718199,-0.13322387848920125,-0.00024268406119329526,0.00024268406119329526,133.22387848920124,1,0.00024268406119329526
treated_1cm2,corrected,91,28,391.7468915787391,84.10013804718199,-0.13771502062633467,-0.00024268406119329526,0.00024268406119329526,137.71502062633468,1,0.00024268406119329526
treated_1cm2,corrected,91,29,390.2884757571391,84.10013804718199,-0.14290375993752835,-0.00024268406119329526,0.00024268406119329526,142.90375993752835,1,0.00024268406119329526
treated_1cm2,corrected,91,30,388.8300599355391,84.10013804718199,-0.14809249924872225,-0.00024268406119329526,0.00024268406119329526,148.09249924872225,1,0.00024268406119329526
treated_1cm2,corrected,91,31,387.4688718353791,84.10013804718199,-0.1529353226058363,-0.00024268406119329526,0.00024268406119329526,152.93532260583632,1,0.00024268406119329526
treated_1cm2,corrected,91,32,386.1076837352191,84.10013804718199,-0.1577781459629506,-0.00024268406119329526,0.00024268406119329526,157.7781459629506,1,0.00024268406119329526
treated_1cm2,corrected,91,33,384.64926791361916,84.10013804718199,-0.16296688527414427,-0.00024268406119329526,0.00024268406119329526,162.96688527414426,1,0.00024268406119329526
treated_1cm2,corrected,91,34,383.28645935143516,84.10013804718199,-0.16781547389715978,-0.00024268406119329526,0.00024268406119329526,167.8154738971598,1,0.00024268406119329526
treated_1cm2,corrected,91,35,381.92689171329914,84.10013804718199,-0.1726525319883726,-0.00024268406119329526,0.00024268406119329526,172.6525319883726,1,0.00024268406119329526
treated_1cm2,corrected,91,36,380.3696277147949,84.197351762822,-0.17819295249620914,-0.6203206525846174,0.6203206525846174,178.19295249620916,1,0.6203206525846174
treated_1cm2,corrected,91,37,379.1024264120269,84.197351762822,-0.1827013904310465,-0.6203206525846174,0.6203206525846174,182.7013904310465,1,0.6203206525846174
treated_1cm2,corrected,91,38,377.54678286898684,84.197351762822,-0.18823604569632002,-0.6203206525846174,0.6203206525846174,188.23604569632002,1,0.6203206525846174
treated_1cm2,corrected,91,39,376.1855947688269,84.197351762822,-0.19307886905343408,-0.6203206525846174,0.6203206525846174,193.0788690534341,1,0.6203206525846174
treated_1cm2,corrected,91,40,374.8244066686669,84.197351762822,-0.19792169241054824,-0.6203206525846174,0.6203206525846174,197.92169241054825,1,0.6203206525846174
treated_1cm2,corrected,91,41,373.46321857506666,84.294565478462,-0.2027645157443242,-1.2403986211080418,1.2403986211080418,202.7645157443242,1,1.2403986211080418
treated_1cm2,corrected,91,42,372.10203047490666,84.294565478462,-0.20760733910143836,-1.2403986211080418,1.2403986211080418,207.60733910143836,1,1.2403986211080418
treated_1cm2,corrected,91,43,370.5463869384264,84.39177919410201,-0.21314199434337355,-1.860476589631466,1.860476589631466,213.14199434337354,1,1.860476589631466
treated_1cm2,corrected,91,44,369.18519883826644,84.39177919410201,-0.2179848177004876,-1.860476589631466,1.860476589631466,217.9848177004876,1,1.860476589631466
treated_1cm2,corrected,91,45,367.8240107446662,84.48899290974202,-0.22282764103426345,-2.48055455815489,2.48055455815489,222.82764103426345,1,2.48055455815489
treated_1cm2,corrected,91,46,366.45958172701796,84.58620662538203,-0.2276819948998421,-3.100632526678314,3.100632526678314,227.6819948998421,1,3.100632526678314
treated_1cm2,corrected,91,47,365.09677317139375,84.68342034102204,-0.23253058349951938,-3.7207104952017382,3.7207104952017382,232.5305834995194,1,3.7207104952017382
treated_1cm2,corrected,91,48,363.6383573563535,84.78063405666205,-0.23771932278737495,-4.340788463725162,4.340788463725162,237.71932278737495,1,4.340788463725162
treated_1cm2,corrected,91,49,362.27878973133704,84.97506148794207,-0.24255638083191122,-5.580944400772011,5.580944400772011,242.5563808319112,1,5.580944400772011
treated_1cm2,corrected,91,50,360.9176016377368,85.07227520358208,-0.24739920416568706,-6.201022369295435,6.201022369295435,247.39920416568705,1,6.201022369295435
treated_1cm2,corrected,91,51,359.4591858292564,85.2667026348621,-0.2525879434302042,-7.441178306342284,7.441178306342284,252.58794343020418,1,7.441178306342284
treated_1cm2,corrected,91,52,358.1952254636559,85.461130066142,-0.2570848507865623,-8.681334243388408,8.681334243388408,257.0848507865623,1,8.681334243388408
treated_1cm2,corrected,91,53,356.73680966173526,85.75277121306203,-0.262273590027741,-10.54156814895868,10.54156814895868,262.27359002774097,1,10.54156814895868
treated_1cm2,corrected,91,54,355.2783938598145,86.04441235998206,-0.2674623292689201,-12.401802054528952,12.401802054528952,267.4623292689201,1,12.401802054528952
treated_1cm2,corrected,91,55,354.01443350077386,86.33605350690198,-0.27195923660193977,-14.2620359600985,14.2620359600985,271.9592366019398,1,14.2620359600985
treated_1cm2,corrected,91,56,352.55115631278113,86.627694653822,-0.2771652716408227,-16.12226986566877,16.12226986566877,277.1652716408227,1,16.12226986566877
treated_1cm2,corrected,91,57,351.18996824542,87.11376323202205,-0.28200809488124545,-19.222659708285896,19.222659708285896,282.0080948812454,1,19.222659708285896
treated_1cm2,corrected,91,58,349.7315524500591,87.50261809458209,-0.2871968340990859,-21.70297158237959,21.70297158237959,287.1968340990859,1,21.70297158237959
treated_1cm2,corrected,91,59,348.4675921041379,87.98868667278202,-0.29169374138542936,-24.803361424995988,24.803361424995988,291.69374138542935,1,24.803361424995988
treated_1cm2,corrected,91,60,347.0091763218966,88.57196896662208,-0.29688248055659316,-28.52382923613653,28.52382923613653,296.8824805565932,1,28.52382923613653
treated_1cm2,corrected,91,61,345.8424437107536,89.25570543329002,-0.3010334718414021,-32.88504428141713,32.88504428141713,301.0334718414021,1,32.88504428141713
treated_1cm2,corrected,91,62,344.384027935072,89.93620144277008,-0.30622221098922786,-37.22559006108109,37.22559006108109,306.22221098922785,1,37.22559006108109
treated_1cm2,corrected,91,63,343.0228398873902,90.71391116789005,-0.31106503415963566,-42.18621380926776,42.18621380926776,311.0650341596357,1,42.18621380926776
treated_1cm2,corrected,91,64,341.85610728914816,91.58883460865002,-0.315216025398546,-47.76691552597786,47.76691552597786,315.216025398546,1,47.76691552597786
treated_1cm2,corrected,91,65,340.49491925458585,92.56097176505,-0.32005884852227723,-53.96769521121137,53.96769521121137,320.05884852227723,1,53.96769521121137
treated_1cm2,corrected,91,66,339.12886983395157,93.53310892144998,-0.32491896744371246,-60.16847489644489,60.16847489644489,324.91896744371246,1,60.16847489644489
treated_1cm2,corrected,91,67,337.76930227453283,94.6996735091301,-0.3297560252548657,-67.609410518726,67.609410518726,329.7560252548657,1,67.609410518726
treated_1cm2,corrected,91,68,336.4081142530901,95.86623809680998,-0.3345988483319203,-75.05034614100563,75.05034614100563,334.5988483319203,1,75.05034614100563
treated_1cm2,corrected,91,69,335.2397612256229,97.22723011577,-0.33875560472004057,-83.73143770033283,83.73143770033283,338.7556047200406,1,83.73143770033283
treated_1cm2,corrected,91,70,333.88019367965165,98.593082820512,-0.34359266248335035,-92.44353315808608,92.44353315808608,343.59266248335035,1,92.44353315808608
treated_1cm2,corrected,91,71,332.7134611207682,100.05128855511202,-0.3477436535822309,-101.74470268593672,101.74470268593672,347.74365358223093,1,101.74470268593672
treated_1cm2,corrected,91,72,331.3506526701003,101.70392172099207,-0.35259224180849547,-112.2860281508342,112.2860281508342,352.5922418084955,1,112.2860281508342
treated_1cm2,corrected,91,73,330.08831286492045,103.356554886872,-0.35708338354887764,-122.82735361573097,122.82735361573097,357.08338354887763,1,122.82735361573097
treated_1cm2,corrected,91,74,328.9199598636924,105.10640176839206,-0.36124013984364445,-133.98875704915187,133.98875704915187,361.24013984364444,1,133.98875704915187
treated_1cm2,corrected,91,75,327.657620071632,106.95346236555201,-0.36573128153735024,-145.77023845109548,145.77023845109548,365.73128153735024,1,145.77023845109548
treated_1cm2,corrected,91,76,326.38879843825407,108.90097713554007,-0.37024548427054493,-158.1924670871806,158.1924670871806,370.2454842705449,1,158.1924670871806
treated_1cm2,corrected,91,77,325.12483819728925,110.94246516398005,-0.3747423911834754,-171.21410442617105,171.21410442617105,374.74239118347543,1,171.21410442617105
treated_1cm2,corrected,91,78,323.9581056843242,113.08116690806003,-0.37889338211898793,-184.8558197336849,184.8558197336849,378.8933821189879,1,184.8558197336849
treated_1cm2,corrected,91,79,322.69414545647896,115.31708236778002,-0.38339028898524163,-199.11761300972225,199.11761300972225,383.3902889852416,1,199.11761300972225
treated_1cm2,corrected,91,80,321.43018523552144,117.655072228922,-0.3878871958269902,-214.030488152709,214.030488152709,387.8871958269902,1,214.030488152709
treated_1cm2,corrected,91,81,320.26345271599666,119.69656025736197,-0.3920381867858409,-227.05212549169946,227.05212549169946,392.0381867858409,1,227.05212549169946
treated_1cm2,corrected,91,82,319.09672024239023,122.418544295282,-0.39618917758132366,-244.41430861035388,244.41430861035388,396.18917758132363,1,244.41430861035388
treated_1cm2,corrected,91,83,317.8327600342243,124.94610090192202,-0.40068608437756253,-260.53633579196145,260.53633579196145,400.6860843775625,1,260.53633579196145
treated_1cm2,corrected,91,84,316.6660275411573,127.37968425011002,-0.40483707524228196,-276.058954270663,276.058954270663,404.83707524228197,1,276.058954270663
treated_1cm2,corrected,91,85,315.4992950544313,129.90724085675004,-0.40898806608444144,-292.18098145227054,292.18098145227054,408.9880660844414,1,292.18098145227054
treated_1cm2,corrected,91,86,314.4297903022649,132.62922489467007,-0.41279314092584446,-309.54316457092494,309.54316457092494,412.79314092584445,1,309.54316457092494
treated_1cm2,corrected,91,87,313.16258919005827,135.4532833340121,-0.41730157818270414,-327.5564295565289,327.5564295565289,417.30157818270413,1,327.5564295565289
treated_1cm2,corrected,91,88,312.0930844444516,138.27248108757203,-0.421106653000769,-345.53869064370593,345.53869064370593,421.106653000769,1,345.53869064370593
treated_1cm2,corrected,91,89,310.82912424940525,140.99446512549196,-0.42560355975033115,-362.9008737623597,362.9008737623597,425.60355975033116,1,362.9008737623597
treated_1cm2,corrected,91,90,309.7596195169181,144.00809031033202,-0.4294086345217195,-382.12329078658433,382.12329078658433,429.40863452171953,1,382.12329078658433
treated_1cm2,corrected,91,91,308.59288708944877,147.41381081492,-0.43355962515305624,-403.8466889505194,403.8466889505194,433.55962515305623,1,403.8466889505194
treated_1cm2,corrected,91,92,307.5217618818181,150.23300856848005,-0.43737046523702233,-421.82895003769727,421.82895003769727,437.37046523702236,1,421.82895003769727
treated_1cm2,corrected,91,93,306.35664990992234,153.543135586022,-0.44151569062540696,-442.94260486591753,442.94260486591753,441.515690625407,1,442.94260486591753
treated_1cm2,corrected,91,94,305.1899174559952,156.55676077086207,-0.44566668135087495,-462.16502189014227,462.16502189014227,445.66668135087497,1,462.16502189014227
treated_1cm2,corrected,91,95,303.92595728718794,159.66759967134203,-0.45016358800708384,-482.0075168828896,482.0075168828896,450.16358800708383,1,482.0075168828896
treated_1cm2,corrected,91,96,302.7592248269197,162.58725159773007,-0.4543145787551121,-500.63052520420825,500.63052520420825,454.3145787551121,1,500.63052520420825
treated_1cm2,corrected,91,97,301.7869478289922,165.79530421385005,-0.457773737525744,-521.0930981654791,521.0930981654791,457.773737525744,1,521.0930981654791
treated_1cm2,corrected,91,98,300.62021540130416,169.19778426125004,-0.4619247281578587,-542.7958270637967,542.7958270637967,461.9247281578587,1,542.7958270637967
treated_1cm2,corrected,91,99,299.44862154851353,172.02184270059206,-0.4660930147265401,-560.8090920494006,560.8090920494006,466.0930147265401,1,560.8090920494006
treated_1cm2,corrected,91,100,298.2818891273853,175.52153646363206,-0.47024400533531646,-583.1318989162418,583.1318989162418,470.24400533531644,1,583.1318989162418
treated_1cm2,corrected,91,101,297.2123844342568,179.11844394231207,-0.4740490799666749,-606.0747837516063,606.0747837516063,474.04907996667487,1,606.0747837516063
treated_1cm2,corrected,91,102,296.14287972822746,182.52416444690004,-0.477854154643932,-627.7981819155412,627.7981819155412,477.854154643932,1,627.7981819155412
treated_1cm2,corrected,91,103,295.2678304714192,186.02385820994004,-0.4809673973904697,-650.1209887823824,650.1209887823824,480.96739739046967,1,650.1209887823824
treated_1cm2,corrected,91,104,294.00387036164983,190.00962055117998,-0.48546430383663397,-675.5441854918398,675.5441854918398,485.464303836634,1,675.5441854918398
treated_1cm2,corrected,91,105,293.0315934362078,194.29188472512203,-0.48892346234937767,-702.8586200052943,702.8586200052943,488.92346234937764,1,702.8586200052943
treated_1cm2,corrected,91,106,291.86486099540025,197.499937341242,-0.4930744530281689,-723.3211929665651,723.3211929665651,493.0744530281689,1,723.3211929665651
treated_1cm2,corrected,91,107,290.7953562959307,201.00287156147,-0.49687952768208765,-745.6646690990236,745.6646690990236,496.87952768208766,1,745.6646690990236
treated_1cm2,corrected,91,108,289.72585159624236,204.50256532451,-0.5006846023367846,-767.9874759658647,767.9874759658647,500.68460233678456,1,767.9874759658647
treated_1cm2,corrected,91,109,288.5591192279203,208.78482949845204,-0.5048355927576876,-795.3019104793192,795.3019104793192,504.8355927576876,1,795.3019104793192
treated_1cm2,corrected,91,110,287.3923867346346,211.21517238945205,-0.508986583623185,-810.8038596924034,810.8038596924034,508.986583623185,1,810.8038596924034
treated_1cm2,corrected,91,111,286.4152484359121,215.68700330889203,-0.5124630378881232,-839.327446244478,839.327446244478,512.4630378881232,1,839.327446244478
treated_1cm2,corrected,91,112,285.2501364245484,218.41222780400005,-0.5166082634169264,-856.7102986287498,856.7102986287498,516.6082634169264,1,856.7102986287498
treated_1cm2,corrected,91,113,284.0834040952569,223.27291358599996,-0.5207592536989667,-887.7141970549173,887.7141970549173,520.7592536989667,1,887.7141970549173
treated_1cm2,corrected,91,114,283.11112715669526,227.360750328662,-0.5242184122583873,-913.788475631325,913.788475631325,524.2184122583873,1,913.788475631325
treated_1cm2,corrected,91,115,281.9443946830889,230.08273436658203,-0.5283694030538699,-931.1506587499795,931.1506587499795,528.36940305387,1,931.1506587499795
treated_1cm2,corrected,91,116,280.8748900096397,233.97128299218195,-0.5321744776152135,-955.9537774909136,955.9537774909136,532.1744776152135,1,955.9537774909136
treated_1cm2,corrected,91,117,279.90261301193084,237.18257606549003,-0.5356336363850676,-976.4370197178024,976.4370197178024,535.6336363850676,1,976.4370197178024
treated_1cm2,corrected,91,118,278.6370323548604,239.90456010341006,-0.5401363084005312,-993.7992028364569,993.7992028364569,540.1363084005312,1,993.7992028364569
treated_1cm2,corrected,91,119,277.7636037047191,245.54781629631202,-0.5432437853665579,-1029.7947289092378,1029.7947289092378,543.243785366558,1,1029.7947289092378
treated_1cm2,corrected,91,120,276.49964341127617,246.81159459963203,-0.5477406924661947,-1037.8557425000417,1037.8557425000417,547.7406924661947,1,1037.8557425000417
treated_1cm2,raw,54,0,431.03823427466716,84.10013804718199,0.0020753816831275973,-0.00024268406119329526,0.00024268406119329526,-2.0753816831275973,1,0.00024268406119329526
treated_1cm2,raw,54,1,428.0241749100271,84.10013804718199,-0.008648012893339718,-0.00024268406119329526,0.00024268406119329526,8.648012893339718,1,0.00024268406119329526
treated_1cm2,raw,55,0,423.7461551666671,84.10013804718199,-0.02386831487284158,-0.00024268406119329526,0.00024268406119329526,23.86831487284158,1,0.00024268406119329526
treated_1cm2,raw,55,1,420.73209580202706,84.10013804718199,-0.03459170944930878,-0.00024268406119329526,0.00024268406119329526,34.59170944930878,1,0.00024268406119329526
treated_1cm2,raw,56,0,416.4508351346192,84.10013804718199,-0.049823541960612894,-0.00024268406119329526,0.00024268406119329526,49.82354196061289,1,0.00024268406119329526
treated_1cm2,raw,56,1,413.43677576997914,84.10013804718199,-0.06054693653708021,-0.00024268406119329526,0.00024268406119329526,60.54693653708021,1,0.00024268406119329526
treated_1cm2,raw,57,0,409.15875602661913,84.10013804718199,-0.07576723851658196,-0.00024268406119329526,0.00024268406119329526,75.76723851658195,1,0.00024268406119329526
treated_1cm2,raw,57,1,406.1398352759071,84.10013804718199,-0.0865079288907532,-0.00024268406119329526,0.00024268406119329526,86.5079288907532,1,0.00024268406119329526
treated_1cm2,raw,58,0,401.8618155325471,84.10013804718199,-0.10172823087025507,-0.00024268406119329526,0.00024268406119329526,101.72823087025506,1,0.00024268406119329526
treated_1cm2,raw,58,1,398.8477561679071,84.10013804718199,-0.11245162544672216,-0.00024268406119329526,0.00024268406119329526,112.45162544672216,1,0.00024268406119329526
treated_1cm2,raw,59,0,394.5697364245471,84.10013804718199,-0.1276719274262239,-0.00024268406119329526,0.00024268406119329526,127.6719274262239,1,0.00024268406119329526
treated_1cm2,raw,59,1,391.55081567383513,84.10013804718199,-0.13841261780039504,-0.00024268406119329526,0.00024268406119329526,138.41261780039505,1,0.00024268406119329526
treated_1cm2,raw,60,0,387.2744163924991,84.10013804718199,-0.15362715451399556,-0.00024268406119329526,0.00024268406119329526,153.62715451399555,1,0.00024268406119329526
treated_1cm2,raw,60,1,384.2587365658351,84.10013804718199,-0.1643563143563641,-0.00024268406119329526,0.00024268406119329526,164.3563143563641,1,0.00024268406119329526
treated_1cm2,raw,61,0,379.9774759049869,84.197351762822,-0.17958814684433022,-0.6203206525846174,0.6203206525846174,179.58814684433023,1,0.6203206525846174
treated_1cm2,raw,61,1,376.9634165403469,84.197351762822,-0.19031154142079731,-0.6203206525846174,0.6203206525846174,190.3115414207973,1,0.6203206525846174
treated_1cm2,raw,62,0,372.6853968035466,84.294565478462,-0.20553184337696107,-1.2403986211080418,1.2403986211080418,205.53184337696106,1,1.2403986211080418
treated_1cm2,raw,62,1,369.6713374454664,84.39177919410201,-0.21625523793008983,-1.860476589631466,1.860476589631466,216.25523793008983,1,1.860476589631466
treated_1cm2,raw,63,0,365.3900767977377,84.68342034102204,-0.23148707037137928,-3.7207104952017382,3.7207104952017382,231.48707037137928,1,3.7207104952017382
treated_1cm2,raw,63,1,362.3760174527771,84.97506148794207,-0.24221046487783138,-5.580944400772011,5.580944400772011,242.21046487783138,1,5.580944400772011
treated_1cm2,raw,64,0,358.0979977422159,85.461130066142,-0.2574307667406418,-8.681334243388408,8.681334243388408,257.4307667406418,1,8.681334243388408
treated_1cm2,raw,64,1,355.1811661383745,86.04441235998206,-0.2678082452229996,-12.401802054528952,12.401802054528952,267.80824522299963,1,12.401802054528952
treated_1cm2,raw,65,0,351.09274052398,87.11376323202205,-0.28235401083532496,-19.222659708285896,19.222659708285896,282.35401083532497,1,19.222659708285896
treated_1cm2,raw,65,1,348.273136661258,87.98868667278202,-0.29238557329358816,-24.803361424995988,24.803361424995988,292.38557329358815,1,24.803361424995988
treated_1cm2,raw,66,0,344.3840279219525,89.74177401149007,-0.3062222110359044,-35.98543412403424,35.98543412403424,306.2222110359044,1,35.98543412403424
treated_1cm2,raw,66,1,341.9533349777893,91.10276603044997,-0.31487010956115774,-44.66652568336073,44.66652568336073,314.87010956115773,1,44.66652568336073
treated_1cm2,raw,67,0,338.44989625245535,93.63032263708999,-0.32733461383302986,-60.78855286496832,60.78855286496832,327.3346138330299,1,60.78855286496832
treated_1cm2,raw,67,1,336.21203832194703,95.47738323425006,-0.3352964455993339,-72.57003426691266,72.57003426691266,335.29644559933394,1,72.57003426691266
treated_1cm2,raw,68,0,333.1023719015719,98.49586910487199,-0.3463599901393252,-91.82345518956265,91.82345518956265,346.35999013932525,1,91.82345518956265
treated_1cm2,raw,68,1,331.1578176236466,100.73178456459198,-0.35327830868413623,-106.08524846559996,106.08524846559996,353.2783086841362,1,106.08524846559996
treated_1cm2,raw,69,0,328.3382139380384,104.23147832763209,-0.3633098705122655,-128.4080553324418,128.4080553324418,363.3098705122655,1,128.4080553324418
treated_1cm2,raw,69,1,326.4860260086007,106.66182121863199,-0.3698995688540241,-143.91000454552523,143.91000454552523,369.8995688540241,1,143.91000454552523
treated_1cm2,raw,70,0,323.9581054940909,110.26196915449998,-0.3788933827957983,-166.87355864650706,166.87355864650706,378.8933827957983,1,166.87355864650706
treated_1cm2,raw,70,1,322.305234400165,112.78952576114,-0.3847739534083554,-182.99558582811466,182.99558582811466,384.7739534083554,1,182.99558582811466
treated_1cm2,raw,71,0,320.1662247711964,116.38643323982001,-0.39238410353458963,-205.93847066347917,205.93847066347917,392.38410353458966,1,205.93847066347917
treated_1cm2,raw,71,1,318.51335368415823,119.01606424788201,-0.39826467412264166,-222.7115797120362,222.7115797120362,398.2646741226417,1,222.7115797120362
treated_1cm2,raw,72,0,316.56879951118935,122.80739915784204,-0.4051829922940396,-246.8946204844476,246.8946204844476,405.1829922940396,1,246.8946204844476
treated_1cm2,raw,72,1,315.11038386670316,125.43216948012207,-0.4103717309750994,-263.63672563457857,263.63672563457857,410.37173097509935,1,263.63672563457857
treated_1cm2,raw,73,0,313.06536104846487,129.22674484726997,-0.4176474956316019,-287.8404356726066,287.8404356726066,417.64749563160194,1,287.8404356726066
treated_1cm2,raw,73,1,311.8014008534185,131.94872888519,-0.422144402381164,-305.202618791261,305.202618791261,422.144402381164,1,305.202618791261
treated_1cm2,raw,74,0,309.75961897245713,135.93935191221203,-0.4294086364587981,-330.65681939914526,330.65681939914526,429.4086364587981,1,330.65681939914526
treated_1cm2,raw,74,1,308.5928864922909,138.56412223449195,-0.43355962727761926,-347.39892454927553,347.39892454927553,433.55962727761926,1,347.39892454927553
treated_1cm2,raw,75,0,306.74556005388155,142.549884575732,-0.44013202944826113,-372.8221212587338,372.8221212587338,440.1320294482611,1,372.8221212587338
treated_1cm2,raw,75,1,305.57720712502953,145.37232278648003,-0.4442887854855291,-390.8250516115289,390.8250516115289,444.2887854855291,1,390.8250516115289
treated_1cm2,raw,76,0,303.8287288635244,149.26087141208006,-0.45050950645952825,-415.62817035246377,415.62817035246377,450.50950645952827,1,415.62817035246377
treated_1cm2,raw,76,1,302.75922411791777,152.08006916564,-0.4543145812775931,-433.6104314396408,433.6104314396408,454.3145812775931,1,433.6104314396408
treated_1cm2,raw,77,0,301.00912539471665,155.973478477022,-0.4605410675163267,-458.4445540790017,458.4445540790017,460.5410675163267,1,458.4445540790017
treated_1cm2,raw,77,1,299.7403038135982,158.69546251494205,-0.46505527006359315,-475.8067371976561,475.8067371976561,465.0552700635931,1,475.8067371976561
treated_1cm2,raw,78,0,297.99020509028776,162.58725159773007,-0.4712817563027156,-500.63052520420825,500.63052520420825,471.2817563027156,1,500.63052520420825
treated_1cm2,raw,78,1,296.9207003446811,165.40644935129,-0.4750868311207805,-518.6127862913854,518.6127862913854,475.08683112078046,1,518.6127862913854
treated_1cm2,raw,79,0,295.4622847854719,169.29499797689004,-0.48027556949844247,-543.4159050323202,543.4159050323202,480.27556949844245,1,543.4159050323202
treated_1cm2,raw,79,1,294.1010968758733,172.11905641623196,-0.4851183921775791,-561.4291700179234,561.4291700179234,485.11839217757915,1,561.4291700179234
treated_1cm2,raw,80,0,292.5454536017839,176.104818757472,-0.4906530464859823,-586.8523667273815,586.8523667273815,490.6530464859823,1,586.8523667273815
treated_1cm2,raw,80,1,291.4759488561773,178.92401651103205,-0.494458121304047,-604.8346278145594,604.8346278145594,494.458121304047,1,604.8346278145594
treated_1cm2,raw,81,0,290.0175333103063,183.01023302509998,-0.4996468596342545,-630.8985717581577,630.8985717581577,499.6468596342545,1,630.8985717581577
