session_id,kind,source_path,output_path,relative_link,source_bytes,output_bytes,source_width,source_height,source_mode,display_width,display_height,display_mode,resized,status
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\01_ptc_relative_slope_agent\acid_base_precious_metal_line_posteriors_duplicate_mean.png,rendered_transcripts\assets\s1\f\img_0012_f5f2d6955751.png,assets/s1/f/img_0012_f5f2d6955751.png,189869,288525,2684,1276,RGBA,2400,1141,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\01_ptc_relative_slope_agent\acid_base_precious_metal_slope_intercept_posteriors_duplicate_mean.png,rendered_transcripts\assets\s1\f\img_0013_b038a4694486.png,assets/s1/f/img_0013_b038a4694486.png,189948,315095,3451,1440,RGBA,2400,1001,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\01_ptc_relative_slope_agent\example_curves_precious_nonprecious_acid_alkaline_representative.png,rendered_transcripts\assets\s1\f\img_0014_b68581693d95.png,assets/s1/f/img_0014_b68581693d95.png,486978,662804,2596,2948,RGBA,2113,2400,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\01_ptc_relative_slope_agent\example_delta_eta_overlays_precious_nonprecious_acid_alkaline.png,rendered_transcripts\assets\s1\f\img_0015_51b025382ac4.png,assets/s1/f/img_0015_51b025382ac4.png,290496,596394,2464,1848,RGBA,2400,1800,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\01_ptc_relative_slope_agent\example_curves_current_axis_precious_nonprecious_acid_alkaline.png,rendered_transcripts\assets\s1\f\img_0016_112a3b319370.png,assets/s1/f/img_0016_112a3b319370.png,421239,618360,2596,2948,RGBA,2113,2400,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,embedded_input_image,embedded data URI,rendered_transcripts\assets\s1\img_0017.png,assets/s1/img_0017.png,,38850,517,458,RGBA,517,458,RGB,False,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\01_ptc_relative_slope_agent\publication_nonprecious_outliers_annotated.png,rendered_transcripts\assets\s1\f\img_0018_84a76d74a2ce.png,assets/s1/f/img_0018_84a76d74a2ce.png,584574,451756,4080,3240,RGBA,2400,1906,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\01_ptc_relative_slope_agent\publication_cpf_feni_crosspoints_overlay.png,rendered_transcripts\assets\s1\f\img_0019_54da6a765224.png,assets/s1/f/img_0019_54da6a765224.png,448299,514684,5126,2744,RGBA,2400,1285,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\01_ptc_relative_slope_agent\publication_full_range_signed_her_class_scatter.png,rendered_transcripts\assets\s1\f\img_0020_e2a971778477.png,assets/s1/f/img_0020_e2a971778477.png,1506911,409495,7800,3540,RGBA,2400,1089,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\01_ptc_relative_slope_agent\publication_full_range_signed_her_acid_base_scatter.png,rendered_transcripts\assets\s1\f\img_0021_1967106cd6a3.png,assets/s1/f/img_0021_1967106cd6a3.png,1033309,415424,7320,3480,RGBA,2400,1141,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\01_ptc_relative_slope_agent\publication_precious_alkaline_piecewise_behavior.png,rendered_transcripts\assets\s1\f\img_0022_1a40377020c6.png,assets/s1/f/img_0022_1a40377020c6.png,1023802,368404,8040,3420,RGBA,2400,1021,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\01_ptc_relative_slope_agent\publication_precious_alkaline_composition_feature_enrichment.png,rendered_transcripts\assets\s1\f\img_0023_1808775db3b4.png,assets/s1/f/img_0023_1808775db3b4.png,441923,198391,7680,3360,RGBA,2400,1050,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\01_ptc_relative_slope_agent\publication_fitted_tafel_candidate_vs_ptc_alkaline.png,rendered_transcripts\assets\s1\f\img_0024_5ce08370a1da.png,assets/s1/f/img_0024_5ce08370a1da.png,917214,399429,7680,3480,RGBA,2400,1088,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\01_ptc_relative_slope_agent\publication_fitted_tafel_delta_by_group_alkaline.png,rendered_transcripts\assets\s1\f\img_0025_8bc75ff61744.png,assets/s1/f/img_0025_8bc75ff61744.png,512662,227021,7440,3240,RGBA,2400,1045,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\01_ptc_relative_slope_agent\publication_tafel_plus_ir_delta_b_groups.png,rendered_transcripts\assets\s1\f\img_0026_c5cc5a950afc.png,assets/s1/f/img_0026_c5cc5a950afc.png,744204,269462,7560,3180,RGBA,2400,1010,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\01_ptc_relative_slope_agent\publication_tafel_plus_ir_precious_basic_branch_delta_b.png,rendered_transcripts\assets\s1\f\img_0027_c7fdb1ec5570.png,assets/s1/f/img_0027_c7fdb1ec5570.png,459092,185022,7440,3180,RGBA,2400,1026,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\01_ptc_relative_slope_agent\publication_kappa_material_class_dependence.png,rendered_transcripts\assets\s1\f\img_0028_eb8de0706b28.png,assets/s1/f/img_0028_eb8de0706b28.png,422650,194969,7680,3240,RGBA,2400,1012,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\01_ptc_relative_slope_agent\publication_delta_kappa_proxy_groups_and_branch.png,rendered_transcripts\assets\s1\f\img_0029_f4b7bdc7f2e2.png,assets/s1/f/img_0029_f4b7bdc7f2e2.png,604934,225383,7440,3120,RGBA,2400,1006,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\01_ptc_relative_slope_agent\publication_ptc_kappa_proxy_distribution.png,rendered_transcripts\assets\s1\f\img_0030_6de77140937c.png,assets/s1/f/img_0030_6de77140937c.png,611280,245772,7440,3120,RGBA,2400,1006,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\01_ptc_relative_slope_agent\publication_tafel_slope_rds_delta_b_groups.png,rendered_transcripts\assets\s1\f\img_0031_9f1799a7efb6.png,assets/s1/f/img_0031_9f1799a7efb6.png,653400,249632,7560,3120,RGBA,2400,990,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\01_ptc_relative_slope_agent\publication_html_eis_evidence_vs_delta_R.png,rendered_transcripts\assets\s1\f\img_0032_731ba5c678c8.png,assets/s1/f/img_0032_731ba5c678c8.png,566490,203283,7440,3120,RGBA,2400,1006,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\01_ptc_relative_slope_agent\publication_tafel_ir_delta_R_distribution_four_groups.png,rendered_transcripts\assets\s1\f\img_0033_8642ea4a21db.png,assets/s1/f/img_0033_8642ea4a21db.png,1198677,381969,7920,3240,RGBA,2400,982,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\01_ptc_relative_slope_agent\publication_tafel_ir_delta_R_distribution_precious_basic_branch.png,rendered_transcripts\assets\s1\f\img_0034_4e7c9379f01a.png,assets/s1/f/img_0034_4e7c9379f01a.png,688602,375925,5280,3120,RGBA,2400,1418,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\01_ptc_relative_slope_agent\publication_tafel_ir_delta_kappa_distribution_four_groups.png,rendered_transcripts\assets\s1\f\img_0035_50f1e0e190c3.png,assets/s1/f/img_0035_50f1e0e190c3.png,1138105,351260,7920,3240,RGBA,2400,982,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\01_ptc_relative_slope_agent\publication_tafel_ir_delta_kappa_distribution_precious_basic_branch.png,rendered_transcripts\assets\s1\f\img_0036_6161cf8b22c0.png,assets/s1/f/img_0036_6161cf8b22c0.png,696639,391169,5280,3120,RGBA,2400,1418,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\01_ptc_relative_slope_agent\publication_performance_model_comparison_b_R_vs_kappa.png,rendered_transcripts\assets\s1\f\img_0037_217bacd09b02.png,assets/s1/f/img_0037_217bacd09b02.png,1077348,259088,9000,2880,RGBA,2400,768,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\01_ptc_relative_slope_agent\publication_performance_model_comparison_group_cv_r2.png,rendered_transcripts\assets\s1\f\img_0038_2ccee9c8dd27.png,assets/s1/f/img_0038_2ccee9c8dd27.png,254296,126003,6600,2940,RGBA,2400,1069,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\02_bv_ir_fitting_agent\publication_focused_bvir_r2_distribution.png,rendered_transcripts\assets\s1\f\img_0039_03cf106d50e0.png,assets/s1/f/img_0039_03cf106d50e0.png,122782,117830,2092,862,RGBA,2092,862,RGB,False,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\02_bv_ir_fitting_agent\publication_bvir_eta10_50_decomposition_bars.png,rendered_transcripts\assets\s1\f\img_0040_ae797cf310f2.png,assets/s1/f/img_0040_ae797cf310f2.png,151070,141167,2158,941,RGBA,2158,941,RGB,False,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\02_bv_ir_fitting_agent\publication_bvir_eta10_50_decomposition_scatter.png,rendered_transcripts\assets\s1\f\img_0041_8bee78d62153.png,assets/s1/f/img_0041_8bee78d62153.png,125527,121319,989,1019,RGBA,989,1019,RGB,False,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\01_ptc_relative_slope_agent\publication_eta_year_pattern_trends.png,rendered_transcripts\assets\s1\f\img_0042_4c3d6efe0f54.png,assets/s1/f/img_0042_4c3d6efe0f54.png,721267,615673,4390,3216,RGBA,2400,1758,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\01_ptc_relative_slope_agent\publication_eta_year_pattern_period_scatter.png,rendered_transcripts\assets\s1\f\img_0043_9a9ecd317b56.png,assets/s1/f/img_0043_9a9ecd317b56.png,895068,704062,4372,3779,RGBA,2400,2074,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\01_ptc_relative_slope_agent\publication_recent_eta_year_points_2023_2026.gif,rendered_transcripts\assets\s1\f\img_0044_dc2b728e48c1.gif,assets/s1/f/img_0044_dc2b728e48c1.gif,132738,30269,1400,640,P,1400,640,RGB,False,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\01_ptc_relative_slope_agent\publication_recent_eta_segmented_slope_2023_2026.gif,rendered_transcripts\assets\s1\f\img_0045_bd99374efb12.gif,assets/s1/f/img_0045_bd99374efb12.gif,227498,52987,1041,1057,P,1041,1057,RGB,False,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,embedded_input_image,embedded data URI,rendered_transcripts\assets\s1\img_0046.png,assets/s1/img_0046.png,,80945,566,256,RGBA,566,256,RGB,False,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\02_bv_ir_fitting_agent\publication_bvir_relative_gap_constant_check.png,rendered_transcripts\assets\s1\f\img_0047_536edc89a3b6.png,assets/s1/f/img_0047_536edc89a3b6.png,147322,138934,2158,941,RGBA,2158,941,RGB,False,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\02_bv_ir_fitting_agent\publication_full_dataset_relative_gap_constant_check.png,rendered_transcripts\assets\s1\f\img_0048_511777a64ee0.png,assets/s1/f/img_0048_511777a64ee0.png,311226,291599,2218,964,RGBA,2218,964,RGB,False,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\02_bv_ir_fitting_agent\publication_nonprecious_full_dataset_relative_gap_constant_check.png,rendered_transcripts\assets\s1\f\img_0049_b0d41a75ecd8.png,assets/s1/f/img_0049_b0d41a75ecd8.png,249228,230544,2158,935,RGBA,2158,935,RGB,False,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\02_bv_ir_fitting_agent\publication_nonprecious_bvir_stepwise_gap_decomposition.png,rendered_transcripts\assets\s1\f\img_0050_eb7fcadf7709.png,assets/s1/f/img_0050_eb7fcadf7709.png,264085,383931,2698,935,RGBA,2400,832,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\02_bv_ir_fitting_agent\publication_precious_bvir_stepwise_gap_decomposition.png,rendered_transcripts\assets\s1\f\img_0051_c76f90c1f87e.png,assets/s1/f/img_0051_c76f90c1f87e.png,253918,360790,2697,935,RGBA,2400,832,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\02_bv_ir_fitting_agent\publication_bvir_neffbeta_j0_distributions.png,rendered_transcripts\assets\s1\f\img_0052_7c0678ffd41e.png,assets/s1/f/img_0052_7c0678ffd41e.png,281221,262654,2246,1720,RGBA,2246,1720,RGB,False,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\02_bv_ir_fitting_agent\publication_shared_R_test_summary.png,rendered_transcripts\assets\s1\f\img_0053_18f8abbf6b45.png,assets/s1/f/img_0053_18f8abbf6b45.png,297398,280050,2281,1690,RGBA,2281,1690,RGB,False,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\02_bv_ir_fitting_agent\publication_bvir_5_50_vs_10_50_window_comparison.png,rendered_transcripts\assets\s1\f\img_0054_9052f38b9a7e.png,assets/s1/f/img_0054_9052f38b9a7e.png,109301,105839,2251,941,RGBA,2251,941,RGB,False,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\02_bv_ir_fitting_agent\publication_nonprecious_bvir_stepwise_gap_decomposition_10_50_window.png,rendered_transcripts\assets\s1\f\img_0055_133698c6e57d.png,assets/s1/f/img_0055_133698c6e57d.png,265879,383413,2698,935,RGBA,2400,832,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\02_bv_ir_fitting_agent\publication_precious_bvir_stepwise_gap_decomposition_10_50_window.png,rendered_transcripts\assets\s1\f\img_0056_0d7f94052e5c.png,assets/s1/f/img_0056_0d7f94052e5c.png,255937,361745,2697,935,RGBA,2400,832,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\02_bv_ir_fitting_agent\publication_bvir_neffbeta_j0_distributions_10_50_window.png,rendered_transcripts\assets\s1\f\img_0057_54c2b76d3c18.png,assets/s1/f/img_0057_54c2b76d3c18.png,315811,294653,2246,1720,RGBA,2246,1720,RGB,False,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\02_bv_ir_fitting_agent\publication_bvir_eta_ptc_relative_lines_10_50_window.png,rendered_transcripts\assets\s1\f\img_0058_55385552913e.png,assets/s1/f/img_0058_55385552913e.png,357764,328137,2248,1890,RGBA,2248,1890,RGB,False,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\02_bv_ir_fitting_agent\publication_bvir_eta_line_parameter_posteriors_10_50_window.png,rendered_transcripts\assets\s1\f\img_0059_ecfecc0f8c18.png,assets/s1/f/img_0059_ecfecc0f8c18.png,162777,332916,2791,1393,RGBA,2400,1198,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\02_bv_ir_fitting_agent\publication_bvir_exact_bv_projection_10_50_window.png,rendered_transcripts\assets\s1\f\img_0060_d89d3fff9096.png,assets/s1/f/img_0060_d89d3fff9096.png,132683,261737,2458,999,RGBA,2400,975,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\02_bv_ir_fitting_agent\publication_joint_eta10_eta50_high_quality_10_50_window.png,rendered_transcripts\assets\s1\f\img_0061_52e0a7987c43.png,assets/s1/f/img_0061_52e0a7987c43.png,166392,159634,1363,1460,RGBA,1363,1460,RGB,False,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\02_bv_ir_fitting_agent\publication_joint_bv_ir_contributions_high_quality_10_50_window.png,rendered_transcripts\assets\s1\f\img_0062_aec8098b02d9.png,assets/s1/f/img_0062_aec8098b02d9.png,151556,145717,1382,1460,RGBA,1382,1460,RGB,False,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\02_bv_ir_fitting_agent\publication_joint_delta_eta10_delta_eta50_high_quality_10_50_window.png,rendered_transcripts\assets\s1\f\img_0063_449bdab8a157.png,assets/s1/f/img_0063_449bdab8a157.png,162166,156430,1382,1460,RGBA,1382,1460,RGB,False,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\02_bv_ir_fitting_agent\publication_bvir_relative_gap_component_lines_10_50_window.png,rendered_transcripts\assets\s1\f\img_0064_cfc31d07dfa5.png,assets/s1/f/img_0064_cfc31d07dfa5.png,683664,648130,2268,1910,RGBA,2268,1910,RGB,False,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\01_ptc_relative_slope_agent\publication_refreshed_reliable_ptc_relative_eta10_eta50.png,rendered_transcripts\assets\s1\f\img_0065_6e63cafe356b.png,assets/s1/f/img_0065_6e63cafe356b.png,2978605,939247,7680,6120,RGBA,2400,1912,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\01_ptc_relative_slope_agent\publication_combined_ptc_relative_slope_contribution.png,rendered_transcripts\assets\s1\f\img_0066_590d6fcd518c.png,assets/s1/f/img_0066_590d6fcd518c.png,2771773,741001,9600,6000,RGBA,2400,1500,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,embedded_input_image,embedded data URI,rendered_transcripts\assets\s1\img_0067.png,assets/s1/img_0067.png,,145717,1382,1460,RGB,1382,1460,RGB,False,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,embedded_input_image,embedded data URI,rendered_transcripts\assets\s1\img_0068.png,assets/s1/img_0068.png,,294653,2246,1720,RGB,2246,1720,RGB,False,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\01_ptc_relative_slope_agent\publication_combined_ptc_relative_slope_contribution_vertical.png,rendered_transcripts\assets\s1\f\img_0069_5d751e39bf3f.png,assets/s1/f/img_0069_5d751e39bf3f.png,3555993,647864,9600,13200,RGBA,1745,2400,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\01_ptc_relative_slope_agent\publication_combined_ptc_relative_slope_contribution_vertical_aligned_preview.png,rendered_transcripts\assets\s1\f\img_0070_685c3d661885.png,assets/s1/f/img_0070_685c3d661885.png,708366,731368,1800,2541,RGB,1700,2400,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\01_ptc_relative_slope_agent\publication_combined_ptc_relative_slope_contribution_vertical_aligned_bold_preview.png,rendered_transcripts\assets\s1\f\img_0071_907036f05c3f.png,assets/s1/f/img_0071_907036f05c3f.png,740195,768584,1800,2541,RGB,1700,2400,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\02_bv_ir_fitting_agent\publication_bvir_R_candidate_vs_ptc_scatter.png,rendered_transcripts\assets\s1\f\img_0072_c6158236d4f8.png,assets/s1/f/img_0072_c6158236d4f8.png,832974,358444,6960,3120,RGBA,2400,1076,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\02_bv_ir_fitting_agent\publication_bvir_panel_mean_R_vs_ptc_scatter.png,rendered_transcripts\assets\s1\f\img_0073_a73e0ea8241a.png,assets/s1/f/img_0073_a73e0ea8241a.png,948409,385881,6960,3120,RGBA,2400,1076,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\02_bv_ir_fitting_agent\publication_bvir_panel_mean_R_bayesian_fit.png,rendered_transcripts\assets\s1\f\img_0074_5ecc471e1b63.png,assets/s1/f/img_0074_5ecc471e1b63.png,764425,332700,6960,3060,RGBA,2400,1055,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\02_bv_ir_fitting_agent\publication_bvir_panel_mean_R_group_bayesian_lines.png,rendered_transcripts\assets\s1\f\img_0075_b0be4c406ba3.png,assets/s1/f/img_0075_b0be4c406ba3.png,1081390,541358,6480,5700,RGBA,2400,2111,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\02_bv_ir_fitting_agent\publication_current_sign_bvir_offset_CD_panels_20260609.png,rendered_transcripts\assets\s1\f\img_0076_560472edbb70.png,assets/s1/f/img_0076_560472edbb70.png,2333665,549718,9480,4440,RGBA,2400,1124,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\02_bv_ir_fitting_agent\j0_recovery_offset_sensitivity_20260609_summary.png,rendered_transcripts\assets\s1\f\img_0077_dcbdc74a67c0.png,assets/s1/f/img_0077_dcbdc74a67c0.png,518169,274153,6075,3780,RGBA,2400,1493,RGB,True,ok
